Number;Text;Flag
1151074;Queen Zhah;Original
1151076;~1_CLASS~ ~2_TYPE~ Vessel;Original
1151077;Orcish;Original
1151078;Tokuno;Original
1151079;Gargish;Original
1151080;Britannian;Original
1151081;Merchant;Original
1151082;Pirate;Original
1151083;~1_ITEM~ channels mana!;Original
1151084;~1_ITEM~ crumbles to dust!;Original
1151085;I cannot thank you enough for culling the daemons from the isle, adventurer. The documents that you retrieved may seem unimportant upon first glance, but they are windows into our history. <br><br>In return for your assistance, please accept this book. Written in my own hand, it is a chronicle of my life. My dearly departed friend Queen Dawn requested that I write this long ago, for us to be able to know one another better. Sadly, I was not able to finish it before she was taken from this world. Thus, I offer it to you, so that you may understand what we face and the events that brought me to where I am today.<br><br>Thank you again for your service;Modified
1151092;You need an open sack of flour to make that.;Original
1151096;path to the palace. The City I had so longed to see was being annihilated, and it filled me with a blinding rage. This was the center of our kingdom, a sanctum that had stood, safe;Original
1151097;week;Original
1151098;weeks;Original
1151099;day;Original
1151100;days;Original
1151101;hour;Original
1151102;hours;Original
1151103;minute;Original
1151104;minutes;Original
1151105;second;Original
1151106;seconds;Original
1151107;wk;Original
1151108;day;Original
1151109;hr;Original
1151110;min;Original
1151111;sec;Original
1151112;~1_COUNT~ ~2_UNITS~;Original
1151113;~1_COUNT~ ~2_UNITS~;Original
1151114;~1_COUNT~ ~2_UNITS~ and ~3_COUNT~ ~4_UNITS~;Original
1151115;~1_COUNT~ ~2_UNITS~ ~3_COUNT~ ~4_UNITS~;Original
1151116;~1_COUNT~ ~2_UNITS~, ~3_COUNT~ ~4_UNITS~, and ~5_COUNT~ ~6_UNITS~;Original
1151117;~1_COUNT~ ~2_UNITS~ ~3_COUNT~ ~4_UNITS~ ~5_COUNT~ ~6_UNITS~;Original
1151118;~1_COUNT~ ~2_UNITS~, ~3_COUNT~ ~4_UNITS~, ~5_COUNT~ ~6_UNITS~, and ~7_COUNT~ ~8_UNITS~;Original
1151119;~1_COUNT~ ~2_UNITS~ ~3_COUNT~ ~4_UNITS~ ~5_COUNT~ ~6_UNITS~ ~7_COUNT~ ~8_UNITS~;Original
1151120;~1_COUNT~ ~2_UNITS~, ~3_COUNT~ ~4_UNITS~, ~5_COUNT~ ~6_UNITS~, ~7_COUNT~ ~8_UNITS~, and ~9_COUNT~ ~10_UNITS~;Original
1151121;~1_COUNT~ ~2_UNITS~ ~3_COUNT~ ~4_UNITS~ ~5_COUNT~ ~6_UNITS~ ~7_COUNT~ ~8_UNITS~ ~9_COUNT~ ~10_UNITS~;Original
1151122;Ritual: Scales of a Dream Serpent;Original
1151123;Thank you for heeding my summons,  adventurer.  I hope that you will be willing to come to the aid of us once again. <br><br>	When I faced the Defiler, I mentioned to you that he was practically invulnerable to both magical and physical attacks. This was due to a very potent magical barrier which covers his entire body. Weaved from the darkest part of the Void, the barrier absorbs any spell or attack wielded against it. <br><br>	Originally, Naxatilor believed that the magical power of creation would be enough to destroy the barrier and defeat the beast, but he was mistaken. Though our magic was able to slightly wound Scelestus, it was still not powerful enough to fully penetrate the daemon’s shield.  I have long sought a way to magnify the magic that we used against the Defiler and, in my research, discovered a ritual that will do exactly that.<br><br>	The ritual is ancient, dangerous, and requires many obscure components that are not easy to obtain. I have often been away from my throne due to the pursuit of these components, and have been successful in acquiring all but five of them. It is in the acquisition of the remaining items that I must seek your aid, adventurer.<br><br>	The first component that I require is a handful of scales from a Dream Serpent.<br><br>	Dream Serpents are fickle, mischievous creatures that are invisible to the naked eye. In order to see the creatures, you must be able to see outside of the mortal realm and into the realm of dreams. I have had a potion crafted that will grant the drinker temporary, limited insight into the dream realm, and this should provide you with the ability to see the elusive beasts. <br><br>	Take this potion and journey once again to the Southwestern Flight Tower.  On your way to the Athenaeum, you may have noticed a clearing surrounded by four hillocks. This location is an intersection of the ley lines which run throughout my kingdom. Ley lines are energized, concentrated lines of magical energy and are irresistible to dream serpents. In an effort to draw the attention of one of these creatures, I have crafted a ring of energized stones to harness the ley line energies of the crossroads.<br><br>	Once you arrive at the location, drink the potion, and you will be granted dream vision. If my calculations are correct, you should find a serpent and be able to interact with the creature. Heed my warning, adventurer: you should not seek to harm the beast. Offensive tactics must be avoided at all costs, as these magical beings help keep the very energy of Ter Mur harnessed and in balance. Speak with the creature and ask for its aid, but do not harm it.<br><br>	When you have acquired the scales, return to me and I shall reward you and guide you towards the second component. <br><br>;Original
